"customerkey","geographykey","name","birthdate","gender","occupation","commutedistance","city","state","country","postalcode"
26506,607,"Ruth Srini","1955-01-14","F","Professional","10+ Miles","Ballard","Washington","United States","98107"
26507,612,"Abhijit Thakur","1960-01-30","F","Professional","10+ Miles","Burien","Washington","United States","98168"
26508,618,"Marcus Ross","1955-01-11","M","Professional","10+ Miles","Issaquah","Washington","United States","98027"
26509,642,"Seth Taylor","1954-09-02","M","Professional","2-5 Miles","Tacoma","Washington","United States","98403"
26510,335,"Jack Scott","1954-09-15","M","Professional","10+ Miles","Lemon Grove","California","United States","91945"
26511,385,"Charles Weisman","1955-02-04","M","Professional","10+ Miles","Woodland Hills","California","United States","91364"
26512,52,"Christina Cooper","1961-01-28","F","Skilled Manual","2-5 Miles","Langley","British Columbia","Canada","V3A 4R2"
26513,609,"Stacy Moreno","1955-08-03","F","Professional","2-5 Miles","Bellingham","Washington","United States","98225"
26514,326,"Cameron Powell","1955-10-13","M","Professional","1-2 Miles","Grossmont","California","United States","91941"
26515,326,"Zoe Watson","1961-09-12","F","Professional","10+ Miles","Grossmont","California","United States","91941"
26516,329,"Jill Perry","1956-03-06","F","Professional","10+ Miles","Imperial Beach","California","United States","91932"
26517,329,"Melanie Griffin","1955-08-07","F","Professional","10+ Miles","Imperial Beach","California","United States","91932"
26518,337,"Marcus Lee","1955-12-14","M","Professional","10+ Miles","Long Beach","California","United States","90802"
26519,374,"Brianna Wood","1955-07-02","F","Management","5-10 Miles","Torrance","California","United States","90505"
26520,614,"Chloe Ramirez","1957-04-22","F","Professional","2-5 Miles","Edmonds","Washington","United States","98020"
26521,633,"Nathan Taylor","1956-11-28","M","Professional","2-5 Miles","Puyallup","Washington","United States","98371"
26522,641,"Logan Thompson","1962-09-23","M","Professional","10+ Miles","Spokane","Washington","United States","99202"
26523,299,"Casey Raji","1962-11-12","F","Professional","10+ Miles","Berkeley","California","United States","94704"
26524,329,"Anthony Robinson","1956-11-01","M","Professional","10+ Miles","Imperial Beach","California","United States","91932"
26525,383,"Jeremy Bell","1963-04-23","M","Professional","10+ Miles","West Covina","California","United States","91791"
26526,334,"Blake Coleman","1958-02-15","M","Professional","10+ Miles","Lakewood","California","United States","90712"
26527,43,"Oscar Hayes","1963-09-06","M","Skilled Manual","10+ Miles","Burnaby","British Columbia","Canada","V3J 6Z3"
26528,614,"Samuel Garcia","1958-11-01","M","Professional","10+ Miles","Edmonds","Washington","United States","98020"
26529,69,"Jasmine Davis","1975-04-04","F","Professional","2-5 Miles","Victoria","British Columbia","Canada","V8V"
26530,542,"Riley Morgan","1974-09-10","F","Professional","0-1 Miles","Lake Oswego","Oregon","United States","97034"
26531,302,"Jeremy Reed","1974-10-06","M","Professional","2-5 Miles","Burlingame","California","United States","94010"
26532,311,"Angela Barnes","1974-03-12","F","Management","0-1 Miles","Concord","California","United States","94519"
26533,52,"Xavier Mitchell","1974-01-25","M","Management","0-1 Miles","Langley","British Columbia","Canada","V3A 4R2"
26534,348,"Fernando Smith","1979-02-07","M","Management","1-2 Miles","Oakland","California","United States","94611"
26535,632,"Kelly Perry","1979-12-23","F","Management","1-2 Miles","Port Orchard","Washington","United States","98366"
26536,325,"Katherine Thomas","1978-10-01","F","Management","1-2 Miles","Glendale","California","United States","91203"
26537,644,"Wyatt Perez","1972-10-12","M","Management","1-2 Miles","Walla Walla","Washington","United States","99362"
26538,298,"Warren Black","1979-11-15","M","Management","1-2 Miles","Bellflower","California","United States","90706"
26539,302,"Faith Hayes","1973-10-23","F","Management","0-1 Miles","Burlingame","California","United States","94010"
26540,310,"Jada Sanchez","1979-10-19","F","Management","0-1 Miles","Colma","California","United States","94014"
26541,311,"Alexis Butler","1984-11-01","F","Skilled Manual","5-10 Miles","Concord","California","United States","94519"
26542,607,"Jamie Torres","1983-09-22","M","Professional","1-2 Miles","Ballard","Washington","United States","98107"
26543,21,"Susan Guo","1952-07-20","F","Skilled Manual","1-2 Miles","Caloundra","Queensland","Australia","4551"
26544,614,"Riley Ramirez","1983-09-21","F","Skilled Manual","5-10 Miles","Edmonds","Washington","United States","98020"
26545,315,"Taylor Ross","1983-07-08","F","Skilled Manual","1-2 Miles","Downey","California","United States","90241"
26546,329,"Miguel Bennett","1983-12-24","M","Skilled Manual","5-10 Miles","Imperial Beach","California","United States","91932"
26547,7,"Barbara Beck","1951-11-06","F","Clerical","5-10 Miles","Malabar","New South Wales","Australia","2036"
26548,7,"Casey Suarez","1952-11-07","M","Skilled Manual","1-2 Miles","Malabar","New South Wales","Australia","2036"
26549,15,"Jamie Sanz","1959-08-12","M","Clerical","5-10 Miles","Silverwater","New South Wales","Australia","2264"
26550,612,"Alex Morris","1983-04-27","M","Professional","5-10 Miles","Burien","Washington","United States","98168"
26551,545,"Noah Moore","1983-03-20","M","Skilled Manual","5-10 Miles","Milwaukie","Oregon","United States","97222"
26552,631,"Judith Turner","1982-09-09","F","Skilled Manual","5-10 Miles","Olympia","Washington","United States","98501"
26553,634,"Kayla Powell","1982-11-07","F","Skilled Manual","5-10 Miles","Redmond","Washington","United States","98052"
26554,301,"Michael Garcia","1982-11-13","M","Skilled Manual","1-2 Miles","Burbank","California","United States","91502"
26555,345,"Jeremy Perry","1982-12-11","M","Skilled Manual","0-1 Miles","Newport Beach","California","United States","92625"
26556,539,"Jeremy Cooper","1981-11-01","M","Skilled Manual","1-2 Miles","Corvallis","Oregon","United States","97330"
26557,312,"Katelyn Morgan","1982-01-10","F","Skilled Manual","5-10 Miles","Coronado","California","United States","92118"
26558,28,"Holly Garcia","1955-02-22","F","Clerical","1-2 Miles","Cloverdale","South Australia","Australia","6105"
26559,3,"Marshall Ye","1954-11-13","M","Clerical","5-10 Miles","Darlinghurst","New South Wales","Australia","2010"
26560,10,"Lindsey Shen","1962-05-31","F","Clerical","5-10 Miles","Newcastle","New South Wales","Australia","2300"
26561,32,"Hannah Lewis","1962-05-02","F","Clerical","5-10 Miles","Bendigo","Victoria","Australia","3550"
26562,2,"Edward Wilson","1958-07-24","M","Skilled Manual","5-10 Miles","Coffs Harbour","New South Wales","Australia","2450"
26563,40,"Keith She","1958-07-24","M","Skilled Manual","5-10 Miles","Warrnambool","Victoria","Australia","3280"
26564,32,"Franklin Chen","1960-03-25","M","Clerical","1-2 Miles","Bendigo","Victoria","Australia","3550"
26565,2,"Gabriel Mitchell","1959-11-17","M","Clerical","1-2 Miles","Coffs Harbour","New South Wales","Australia","2450"
26566,39,"Crystal Chen","1965-03-19","F","Clerical","5-10 Miles","Sunbury","Victoria","Australia","3429"
26567,6,"Michele Rai","1966-10-03","F","Skilled Manual","1-2 Miles","Lavender Bay","New South Wales","Australia","2060"
26568,38,"Nancy Kovar","1966-08-07","F","Skilled Manual","5-10 Miles","South Melbourne","Victoria","Australia","3205"
26569,25,"Michelle Sanchez","1961-02-05","F","Skilled Manual","5-10 Miles","Hervey Bay","Queensland","Australia","4655"
26570,18,"Hunter Gonzales","1960-11-07","M","Skilled Manual","5-10 Miles","Sydney","New South Wales","Australia","1002"
26571,22,"Lacey Pal","1960-08-15","F","Skilled Manual","1-2 Miles","East Brisbane","Queensland","Australia","4169"
26572,66,"Jessica Russell","1981-05-18","F","Skilled Manual","1-2 Miles","Sooke","British Columbia","Canada","V0"
26573,641,"Samantha Clark","1980-11-14","F","Skilled Manual","5-10 Miles","Spokane","Washington","United States","99202"
26574,300,"Jordan Allen","1981-03-25","M","Skilled Manual","5-10 Miles","Beverly Hills","California","United States","90210"
26575,302,"Toni Gonzalez","1981-01-04","F","Skilled Manual","1-2 Miles","Burlingame","California","United States","94010"
26576,335,"Kaitlyn Robinson","1980-07-09","F","Skilled Manual","5-10 Miles","Lemon Grove","California","United States","91945"
26577,339,"Cindy Edwards","1980-08-01","F","Skilled Manual","5-10 Miles","Mill Valley","California","United States","94941"
26578,339,"Jeremy White","1981-04-23","M","Skilled Manual","5-10 Miles","Mill Valley","California","United States","94941"
26579,369,"Hunter Hayes","1979-11-19","M","Skilled Manual","1-2 Miles","Santa Monica","California","United States","90401"
26580,548,"Paige Ramirez","1980-01-14","F","Skilled Manual","5-10 Miles","Salem","Oregon","United States","97301"
26581,609,"Mariah Patterson","1979-05-22","F","Skilled Manual","5-10 Miles","Bellingham","Washington","United States","98225"
26582,49,"Fernando Moore","1978-08-31","M","Skilled Manual","5-10 Miles","Cliffside","British Columbia","Canada","V8Y 1L1"
26583,369,"James Patterson","1982-02-10","M","Professional","1-2 Miles","Santa Monica","California","United States","90401"
26584,644,"Benjamin Alexander","1981-08-23","M","Professional","1-2 Miles","Walla Walla","Washington","United States","99362"
26585,10,"Alejandro Xu","1962-01-12","M","Skilled Manual","5-10 Miles","Newcastle","New South Wales","Australia","2300"
26586,611,"Alexandra Baker","1982-01-09","F","Professional","5-10 Miles","Bremerton","Washington","United States","98312"
26587,13,"Mario Johnsen","1962-09-05","M","Skilled Manual","1-2 Miles","Port Macquarie","New South Wales","Australia","2444"
26588,30,"Dustin Pal","1963-03-21","M","Skilled Manual","5-10 Miles","Perth","South Australia","Australia","6006"
26589,13,"Julie Tang","1974-01-29","F","Professional","5-10 Miles","Port Macquarie","New South Wales","Australia","2444"
26590,3,"Jorge Guo","1964-05-30","M","Management","10+ Miles","Darlinghurst","New South Wales","Australia","2010"
26591,34,"Aimee Chen","1969-08-01","F","Management","2-5 Miles","Geelong","Victoria","Australia","3220"
26592,39,"Brenda Lopez","1975-10-31","F","Management","2-5 Miles","Sunbury","Victoria","Australia","3429"
26593,329,"Eduardo Campbell","1971-09-15","M","Management","1-2 Miles","Imperial Beach","California","United States","91932"
26594,348,"Melissa Wood","1968-08-02","F","Skilled Manual","5-10 Miles","Oakland","California","United States","94611"
26595,623,"Alyssa Bailey","1962-10-03","F","Skilled Manual","5-10 Miles","Kirkland","Washington","United States","98033"
26596,343,"Antonio Hayes","1969-11-30","M","Skilled Manual","2-5 Miles","National City","California","United States","91950"
26597,648,"Madison Lewis","1969-07-04","F","Skilled Manual","0-1 Miles","Yakima","Washington","United States","98901"
26598,642,"Charles Adams","1969-08-30","M","Skilled Manual","2-5 Miles","Tacoma","Washington","United States","98403"
26599,385,"Allison Reed","1969-07-13","F","Skilled Manual","2-5 Miles","Woodland Hills","California","United States","91364"
26600,355,"Michelle Gray","1970-01-19","F","Skilled Manual","0-1 Miles","Redwood City","California","United States","94063"
26601,347,"Kyle Gonzalez","1975-06-21","M","Skilled Manual","2-5 Miles","Novato","California","United States","94947"
26602,335,"Noah Yang","1969-04-02","M","Professional","2-5 Miles","Lemon Grove","California","United States","91945"
26603,302,"Sheila Ruiz","1968-09-30","F","Professional","0-1 Miles","Burlingame","California","United States","94010"
26604,359,"Elizabeth West","1974-05-07","F","Professional","0-1 Miles","San Diego","California","United States","92102"
26605,338,"Brandon Foster","1968-08-26","M","Professional","2-5 Miles","Los Angeles","California","United States","90012"
26606,633,"Hannah Harris","1974-11-29","F","Professional","2-5 Miles","Puyallup","Washington","United States","98371"
26607,299,"Natalie Powell","1969-01-07","F","Professional","2-5 Miles","Berkeley","California","United States","94704"
26608,300,"Aaron Nelson","1980-01-10","M","Professional","0-1 Miles","Beverly Hills","California","United States","90210"
26609,536,"Abigail Kelly","1978-10-05","F","Skilled Manual","0-1 Miles","Beaverton","Oregon","United States","97005"
26610,345,"Mary Perez","1968-05-08","F","Skilled Manual","2-5 Miles","Newport Beach","California","United States","92625"
26611,311,"Kayla Henderson","1967-10-17","F","Skilled Manual","2-5 Miles","Concord","California","United States","94519"
26612,299,"Janet Romero","1966-09-01","F","Skilled Manual","10+ Miles","Berkeley","California","United States","94704"
26613,302,"Priscilla Lal","1966-12-23","F","Skilled Manual","5-10 Miles","Burlingame","California","United States","94010"
26614,637,"Richard Robinson","1966-12-03","M","Skilled Manual","2-5 Miles","Seattle","Washington","United States","98104"
26615,60,"David Powell","1966-10-04","M","Skilled Manual","2-5 Miles","Port Hammond","British Columbia","Canada","V6B 3P7"
26616,536,"Colin Goel","1976-09-11","M","Professional","0-1 Miles","Beaverton","Oregon","United States","97005"
26617,369,"Isaiah Peterson","1966-04-10","M","Skilled Manual","2-5 Miles","Santa Monica","California","United States","90401"
26618,368,"Amanda Morris","1965-08-17","F","Skilled Manual","2-5 Miles","Santa Cruz","California","United States","95062"
26619,631,"Thomas Hill","1965-09-23","M","Skilled Manual","0-1 Miles","Olympia","Washington","United States","98501"
26620,63,"Isabella Green","1978-05-17","F","Skilled Manual","0-1 Miles","Shawnee","British Columbia","Canada","V8Z 4N5"
26621,536,"Sarah Wood","1972-11-18","F","Skilled Manual","2-5 Miles","Beaverton","Oregon","United States","97005"
26622,614,"Jan Howard","1973-03-04","F","Skilled Manual","0-1 Miles","Edmonds","Washington","United States","98020"
26623,618,"Alexandra Ross","1972-08-10","F","Skilled Manual","2-5 Miles","Issaquah","Washington","United States","98027"
26624,637,"Elizabeth Russell","1972-11-02","F","Skilled Manual","2-5 Miles","Seattle","Washington","United States","98104"
26625,553,"Lauren Barnes","1978-12-15","F","Professional","2-5 Miles","Woodburn","Oregon","United States","97071"
26626,302,"Dalton Taylor","1972-09-21","M","Professional","0-1 Miles","Burlingame","California","United States","94010"
26627,312,"Jose Alexander","1973-02-03","M","Professional","0-1 Miles","Coronado","California","United States","92118"
26628,641,"Lucas Lee","1932-10-31","M","Skilled Manual","0-1 Miles","Spokane","Washington","United States","99202"
26629,53,"Miranda Price","1965-08-05","F","Skilled Manual","0-1 Miles","Metchosin","British Columbia","Canada","V9"
26630,64,"Vanessa Powell","1965-09-12","F","Skilled Manual","2-5 Miles","Shawnee","British Columbia","Canada","V9B 2C3"
26631,345,"Isaiah Stewart","1965-08-29","M","Skilled Manual","2-5 Miles","Newport Beach","California","United States","92625"
26632,609,"Isabella Moore","1971-12-21","F","Skilled Manual","2-5 Miles","Bellingham","Washington","United States","98225"
26633,338,"Gabrielle Ward","1966-05-08","F","Skilled Manual","2-5 Miles","Los Angeles","California","United States","90012"
26634,347,"Devin Walker","1971-05-09","M","Skilled Manual","0-1 Miles","Novato","California","United States","94947"
26635,326,"Jasmine Harris","1964-11-10","F","Skilled Manual","2-5 Miles","Grossmont","California","United States","91941"
26636,539,"Miguel Walker","1964-11-14","M","Professional","2-5 Miles","Corvallis","Oregon","United States","97330"
26637,316,"Thomas Robinson","1964-09-23","M","Professional","2-5 Miles","El Cajon","California","United States","92020"
26638,642,"Olivia Flores","1964-12-21","F","Professional","0-1 Miles","Tacoma","Washington","United States","98403"
26639,311,"Riley Diaz","1964-08-14","F","Professional","10+ Miles","Concord","California","United States","94519"
26640,49,"Eduardo Lopez","1965-02-01","M","Professional","10+ Miles","Cliffside","British Columbia","Canada","V8Y 1L1"
26641,298,"Arturo Xie","1965-02-01","M","Professional","0-1 Miles","Bellflower","California","United States","90706"
26642,552,"Gabrielle Evans","1963-12-16","F","Skilled Manual","0-1 Miles","W. Linn","Oregon","United States","97068"
26643,66,"Benjamin Miller","1964-04-11","M","Professional","2-5 Miles","Sooke","British Columbia","Canada","V0"
26644,632,"Jenna Hernandez","1969-04-17","F","Professional","0-1 Miles","Port Orchard","Washington","United States","98366"
26645,311,"Morgan Richardson","1964-02-19","F","Professional","2-5 Miles","Concord","California","United States","94519"
26646,348,"Jordyn Perry","1980-10-14","F","Professional","2-5 Miles","Oakland","California","United States","94611"
26647,368,"Jasmine Simmons","1969-03-24","F","Professional","2-5 Miles","Santa Cruz","California","United States","95062"
26648,300,"Riley Rogers","1975-04-19","F","Professional","2-5 Miles","Beverly Hills","California","United States","90210"
26649,311,"Emily Perry","1975-04-03","F","Professional","0-1 Miles","Concord","California","United States","94519"
26650,336,"Kevin Collins","1963-11-25","M","Professional","0-1 Miles","Lincoln Acres","California","United States","91950"
26651,39,"Gregory Nara","1986-03-14","M","Management","0-1 Miles","Sunbury","Victoria","Australia","3429"
26652,36,"Bruce Moreno","1986-03-10","M","Management","0-1 Miles","Melton","Victoria","Australia","3337"
26653,2,"Kaylee Allen","1986-03-10","F","Management","0-1 Miles","Coffs Harbour","New South Wales","Australia","2450"
26654,32,"Kathleen Jimenez","1975-01-23","F","Management","0-1 Miles","Bendigo","Victoria","Australia","3550"
26655,27,"Kelvin Sharma","1975-02-22","M","Management","0-1 Miles","Townsville","Queensland","Australia","4810"
26656,23,"Amanda Hall","1974-08-26","F","Professional","0-1 Miles","Gold Coast","Queensland","Australia","4217"
26657,39,"Lucas Hughes","1980-03-03","M","Professional","0-1 Miles","Sunbury","Victoria","Australia","3429"
26658,32,"Darryl Liang","1974-11-30","M","Management","1-2 Miles","Bendigo","Victoria","Australia","3550"
26659,24,"Katrina Yuan","1976-02-19","F","Management","0-1 Miles","Hawthorne","Queensland","Australia","4171"
26660,22,"Kern Sutton","1973-08-21","M","Professional","2-5 Miles","East Brisbane","Queensland","Australia","4169"
26661,14,"Dawn Zhu","1973-10-17","F","Professional","0-1 Miles","Rhodes","New South Wales","Australia","2138"
26662,40,"Lori Alvarez","1974-03-13","F","Professional","2-5 Miles","Warrnambool","Victoria","Australia","3280"
26663,30,"Joanna Serrano","1972-12-21","F","Professional","0-1 Miles","Perth","South Australia","Australia","6006"
26664,8,"Amy Zhu","1973-05-20","F","Professional","10+ Miles","Matraville","New South Wales","Australia","2036"
26665,3,"Jésus Vazquez","1973-04-25","M","Professional","10+ Miles","Darlinghurst","New South Wales","Australia","2010"
26666,31,"Ashlee Beck","1974-09-08","F","Management","2-5 Miles","Hobart","Tasmania","Australia","7001"
26667,36,"Jillian Patel","1975-05-19","F","Management","1-2 Miles","Melton","Victoria","Australia","3337"
26668,6,"Toni Madan","1972-12-21","F","Professional","10+ Miles","Lavender Bay","New South Wales","Australia","2060"
26669,24,"Curtis Zeng","1972-10-31","M","Professional","10+ Miles","Hawthorne","Queensland","Australia","4171"
26670,34,"Jerry Johnsen","1973-04-04","M","Professional","10+ Miles","Geelong","Victoria","Australia","3220"
26671,26,"Arthur Patel","1973-02-24","M","Management","0-1 Miles","Rockhampton","Queensland","Australia","4700"
26672,12,"Kelli Sharma","1977-08-03","F","Professional","1-2 Miles","North Sydney","New South Wales","Australia","2055"
26673,40,"Austin Alexander","1971-11-01","M","Professional","2-5 Miles","Warrnambool","Victoria","Australia","3280"
26674,307,"Ashley Jackson","1959-03-15","F","Skilled Manual","10+ Miles","Chula Vista","California","United States","91910"
26675,358,"Natalie King","1962-09-21","F","Professional","5-10 Miles","San Carlos","California","United States","94070"
26676,335,"Emily Jenkins","1963-01-16","F","Professional","5-10 Miles","Lemon Grove","California","United States","91945"
26677,338,"William Johnson","1962-05-06","M","Skilled Manual","5-10 Miles","Los Angeles","California","United States","90012"
26678,54,"Miranda Hughes","1962-05-20","F","Skilled Manual","5-10 Miles","N. Vancouver","British Columbia","Canada","V7L 4J4"
26679,635,"Noah Perry","1961-06-30","M","Skilled Manual","5-10 Miles","Renton","Washington","United States","98055"
26680,627,"Melissa Powell","1967-11-09","F","Skilled Manual","1-2 Miles","Marysville","Washington","United States","98270"
26681,337,"Zachary Jackson","1961-10-01","M","Professional","5-10 Miles","Long Beach","California","United States","90802"
26682,54,"Richard Diaz","1970-08-01","M","Professional","2-5 Miles","N. Vancouver","British Columbia","Canada","V7L 4J4"
26683,68,"Mariah Simmons","1976-01-31","F","Professional","2-5 Miles","Vancouver","British Columbia","Canada","V7L 4J4"
26684,299,"Dustin Andersen","1971-05-22","M","Management","2-5 Miles","Berkeley","California","United States","94704"
26685,345,"Noah Baker","1981-12-15","M","Management","1-2 Miles","Newport Beach","California","United States","92625"
26686,50,"Christian Washington","1975-04-12","M","Management","0-1 Miles","Haney","British Columbia","Canada","V2W 1W2"
26687,609,"Marshall Xu","1970-04-09","M","Professional","2-5 Miles","Bellingham","Washington","United States","98225"
26688,611,"Brittney Xu","1975-03-22","F","Professional","0-1 Miles","Bremerton","Washington","United States","98312"
26689,299,"Arthur Gill","1969-11-16","M","Management","1-2 Miles","Berkeley","California","United States","94704"
26690,301,"Alexia Bennett","1970-03-11","F","Management","2-5 Miles","Burbank","California","United States","91502"
26691,301,"Tina Suri","1970-06-05","F","Management","1-2 Miles","Burbank","California","United States","91502"
26692,60,"Isabella Brown","1972-11-10","F","Professional","5-10 Miles","Port Hammond","British Columbia","Canada","V6B 3P7"
26693,68,"Charles Perez","1967-10-13","M","Professional","5-10 Miles","Vancouver","British Columbia","Canada","V7L 4J4"
26694,609,"Aaron Hughes","1961-12-18","M","Professional","2-5 Miles","Bellingham","Washington","United States","98225"
26695,336,"Jocelyn Diaz","1962-03-14","F","Professional","2-5 Miles","Lincoln Acres","California","United States","91950"
26696,609,"Robyn Suarez","1961-04-13","F","Skilled Manual","5-10 Miles","Bellingham","Washington","United States","98225"
26697,300,"Manuel Arun","1985-01-06","M","Professional","5-10 Miles","Beverly Hills","California","United States","90210"
26698,329,"Brooke Rivera","1969-04-02","F","Professional","5-10 Miles","Imperial Beach","California","United States","91932"
26699,49,"Joan Coleman","1973-10-06","F","Professional","5-10 Miles","Cliffside","British Columbia","Canada","V8Y 1L1"
26700,50,"Sydney Ramirez","1973-11-29","F","Professional","5-10 Miles","Haney","British Columbia","Canada","V2W 1W2"
26701,63,"Katherine Hill","1973-03-07","F","Professional","5-10 Miles","Shawnee","British Columbia","Canada","V8Z 4N5"
26702,609,"Cynthia Arun","1973-03-31","F","Professional","1-2 Miles","Bellingham","Washington","United States","98225"
26703,546,"Wyatt Miller","1968-02-17","M","Professional","5-10 Miles","Oregon City","Oregon","United States","97045"
26704,300,"Frank Alvarez","1973-09-07","M","Management","1-2 Miles","Beverly Hills","California","United States","90210"
26705,361,"Eric Jenkins","1973-02-17","M","Professional","2-5 Miles","San Gabriel","California","United States","91776"
26706,68,"Bailey Mitchell","1966-07-16","F","Professional","2-5 Miles","Vancouver","British Columbia","Canada","V7L 4J4"
26707,300,"Sydney Brooks","1977-10-20","F","Management","2-5 Miles","Beverly Hills","California","United States","90210"
26708,307,"Katherine Washington","1967-05-19","F","Professional","2-5 Miles","Chula Vista","California","United States","91910"
26709,331,"Mary King","1961-01-08","F","Skilled Manual","1-2 Miles","La Jolla","California","United States","92806"
26710,361,"Jan Green","1961-05-24","F","Professional","5-10 Miles","San Gabriel","California","United States","91776"
26711,301,"Mya Bryant","1961-01-21","F","Professional","1-2 Miles","Burbank","California","United States","91502"
26712,359,"Ashley Wilson","1965-03-02","F","Skilled Manual","1-2 Miles","San Diego","California","United States","92102"
26713,312,"Stephanie Edwards","1959-09-23","F","Skilled Manual","5-10 Miles","Coronado","California","United States","92118"
26714,607,"Angela Long","1959-08-22","F","Skilled Manual","1-2 Miles","Ballard","Washington","United States","98107"
26715,348,"Gabriella Bell","1959-12-11","F","Skilled Manual","5-10 Miles","Oakland","California","United States","94611"
26716,59,"Megan Smith","1941-05-19","F","Professional","5-10 Miles","Oak Bay","British Columbia","Canada","V8P"
26717,536,"David Simpson","1946-02-23","M","Professional","5-10 Miles","Beaverton","Oregon","United States","97005"
26718,337,"Richard Flores","1947-05-10","M","Management","5-10 Miles","Long Beach","California","United States","90802"
26719,536,"Tamara Li","1965-08-24","F","Professional","1-2 Miles","Beaverton","Oregon","United States","97005"
26720,637,"Seth Watson","1965-11-04","M","Professional","5-10 Miles","Seattle","Washington","United States","98104"
26721,299,"Paula Jimenez","1966-03-20","F","Professional","1-2 Miles","Berkeley","California","United States","94704"
26722,315,"Alexandra McDonald","1971-10-05","F","Professional","2-5 Miles","Downey","California","United States","90241"
26723,372,"Devin Kelly","1971-08-29","M","Management","0-1 Miles","Spring Valley","California","United States","91977"
26724,548,"Sydney Edwards","1960-03-21","F","Skilled Manual","5-10 Miles","Salem","Oregon","United States","97301"
26725,633,"Alexis Smith","1959-11-03","F","Skilled Manual","5-10 Miles","Puyallup","Washington","United States","98371"
26726,614,"Danielle Rivera","1959-10-12","F","Skilled Manual","1-2 Miles","Edmonds","Washington","United States","98020"
26727,545,"Jose Clark","1959-12-14","M","Professional","5-10 Miles","Milwaukie","Oregon","United States","97222"
26728,368,"Elijah Roberts","1964-01-30","M","Management","1-2 Miles","Santa Cruz","California","United States","95062"
26729,612,"Brian Gray","1958-07-12","M","Management","1-2 Miles","Burien","Washington","United States","98168"
26730,50,"Rachel Sanchez","1957-10-25","F","Professional","5-10 Miles","Haney","British Columbia","Canada","V2W 1W2"
26731,343,"Ethan Clark","1957-10-08","M","Professional","1-2 Miles","National City","California","United States","91950"
26732,358,"Martin Rienstra","1963-08-09","M","Professional","5-10 Miles","San Carlos","California","United States","94070"
26733,609,"Benjamin Smith","1962-09-19","M","Professional","5-10 Miles","Bellingham","Washington","United States","98225"
26734,618,"Morgan Powell","1962-02-12","F","Professional","1-2 Miles","Issaquah","Washington","United States","98027"
26735,623,"Grace White","1956-08-13","F","Professional","1-2 Miles","Kirkland","Washington","United States","98033"
26736,298,"Lacey Xu","1955-03-23","F","Professional","5-10 Miles","Bellflower","California","United States","90706"
26737,648,"Katherine Young","1955-03-23","F","Professional","5-10 Miles","Yakima","Washington","United States","98901"
26738,352,"Katherine Simmons","1971-05-03","F","Professional","5-10 Miles","Palo Alto","California","United States","94303"
26739,10,"Corey Shen","1969-11-09","M","Professional","10+ Miles","Newcastle","New South Wales","Australia","2300"
26740,23,"Donald Lopez","1974-11-17","M","Professional","0-1 Miles","Gold Coast","Queensland","Australia","4217"
26741,5,"Nichole Pal","1973-02-14","F","Professional","0-1 Miles","Lane Cove","New South Wales","Australia","1597"
26742,34,"James Collins","1932-09-05","M","Skilled Manual","5-10 Miles","Geelong","Victoria","Australia","3220"
26743,17,"Derek Chande","1967-10-12","M","Skilled Manual","5-10 Miles","St. Leonards","New South Wales","Australia","2065"
26744,21,"Mitchell Yuan","1973-08-08","M","Professional","5-10 Miles","Caloundra","Queensland","Australia","4551"
26745,30,"Valerie Huang","1968-05-19","F","Professional","5-10 Miles","Perth","South Australia","Australia","6006"
26746,20,"Amber Adams","1972-02-01","F","Skilled Manual","0-1 Miles","Brisbane","Queensland","Australia","4000"
26747,12,"Candice Cai","1972-01-02","F","Skilled Manual","0-1 Miles","North Sydney","New South Wales","Australia","2055"
26748,28,"Stacey She","1971-09-15","F","Management","0-1 Miles","Cloverdale","South Australia","Australia","6105"
26749,25,"Rafael Sun","1972-03-03","M","Professional","2-5 Miles","Hervey Bay","Queensland","Australia","4655"
26750,6,"Randall Alvarez","1965-08-08","M","Skilled Manual","0-1 Miles","Lavender Bay","New South Wales","Australia","2060"
26751,19,"Mallory Serrano","1971-07-22","F","Skilled Manual","5-10 Miles","Wollongong","New South Wales","Australia","2500"
26752,30,"Henry Perez","1971-09-15","M","Skilled Manual","5-10 Miles","Perth","South Australia","Australia","6006"
26753,2,"Summer Patel","1971-07-20","F","Skilled Manual","0-1 Miles","Coffs Harbour","New South Wales","Australia","2450"
26754,36,"Candice Zimmerman","1966-04-01","F","Skilled Manual","5-10 Miles","Melton","Victoria","Australia","3337"
26755,13,"Brendan Jai","1970-12-01","M","Professional","1-2 Miles","Port Macquarie","New South Wales","Australia","2444"
26756,27,"Brooke Gray","1971-02-24","F","Professional","1-2 Miles","Townsville","Queensland","Australia","4810"
26757,33,"Evan Rivera","1964-09-10","M","Professional","2-5 Miles","Cranbourne","Victoria","Australia","3977"
26758,8,"Damien Zhang","1964-08-29","M","Professional","5-10 Miles","Matraville","New South Wales","Australia","2036"
26759,21,"Hailey Allen","1968-08-27","F","Professional","0-1 Miles","Caloundra","Queensland","Australia","4551"
26760,40,"Katherine Butler","1980-04-12","F","Professional","5-10 Miles","Warrnambool","Victoria","Australia","3280"
26761,23,"Tabitha Prasad","1968-01-01","F","Skilled Manual","5-10 Miles","Gold Coast","Queensland","Australia","4217"
