customerkey,geographykey,name,birthdate,gender,occupation,commutedistance,city,state,country,postalcode
24671,56,Christian Perry,10-11-1960,M,Skilled Manual,2-5 Miles,Newton,British Columbia,Canada,V2M1N7
24672,642,Jeremy Cook,13-04-1955,M,Professional,10+ Miles,Tacoma,Washington,United States,98403
24673,345,Paige Cox,04-05-1966,F,Professional,1-2 Miles,Newport Beach,California,United States,92625
24674,372,Dylan Kumar,24-02-1955,M,Professional,1-2 Miles,Spring Valley,California,United States,91977
24675,383,Jackson Nelson,01-01-1955,M,Professional,10+ Miles,West Covina,California,United States,91791
24676,637,Jeremy Roberts,09-12-1955,M,Professional,2-5 Miles,Seattle,Washington,United States,98104
24677,302,Blake Lee,11-02-1961,M,Professional,2-5 Miles,Burlingame,California,United States,94010
24678,312,Nathan Long,19-02-1967,M,Professional,10+ Miles,Coronado,California,United States,92118
24679,347,Wyatt Hernandez,06-08-1955,M,Professional,10+ Miles,Novato,California,United States,94947
24680,359,Thomas Flores,18-03-1956,M,Management,1-2 Miles,San Diego,California,United States,92102
24681,368,Arianna Murphy,03-11-1955,F,Management,1-2 Miles,Santa Cruz,California,United States,95062
24682,56,Faith Rogers,20-06-1957,F,Professional,10+ Miles,Newton,British Columbia,Canada,V2M1N7
24683,302,Shannon Alonso,15-05-1962,M,Professional,2-5 Miles,Burlingame,California,United States,94010
24684,326,Charles Martin,18-10-1956,M,Professional,2-5 Miles,Grossmont,California,United States,91941
24685,336,Jordan Kumar,30-11-1956,M,Professional,2-5 Miles,Lincoln Acres,California,United States,91950
24686,359,Melissa Murphy,15-01-1958,F,Skilled Manual,10+ Miles,San Diego,California,United States,92102
24687,616,Joan Ross,15-02-1958,F,Skilled Manual,10+ Miles,Everett,Washington,United States,98201
24688,359,Ashley Long,31-01-1964,F,Skilled Manual,2-5 Miles,San Diego,California,United States,92102
24689,229,Sandra Ye,26-07-1979,F,Clerical,1-2 Miles,Berks,England,United Kingdom,SL4 1RH
24690,155,Christian Long,07-09-1985,M,Manual,1-2 Miles,Bottrop,Nordrhein-Westfalen,Germany,46236
24691,147,Meredith Carlson,14-11-1985,F,Manual,1-2 Miles,Hamburg,Hamburg,Germany,20354
24692,147,Laura He,05-09-1985,F,Manual,1-2 Miles,Hamburg,Hamburg,Germany,20354
24693,208,Alexandra Rogers,14-04-1985,F,Clerical,2-5 Miles,Saint Germain en Laye,Yveline,France,78100
24694,126,Theodore Carlson,04-04-1984,M,Manual,1-2 Miles,Berlin,Hessen,Germany,14129
24695,223,Omar Zhou,01-05-1984,M,Manual,1-2 Miles,Saint-Denis,Seine Saint Denis,France,93400
24696,138,Tasha Xie,24-04-1984,F,Manual,1-2 Miles,Berlin,Hamburg,Germany,10210
24697,255,Manuel Rodriguez,13-05-1980,M,Skilled Manual,0-1 Miles,London,England,United Kingdom,W1V 5RN
24698,131,Blake Carter,20-11-1978,M,Manual,2-5 Miles,Frankfurt,Hessen,Germany,60323
24699,269,Rebekah Rubio,12-04-1978,F,Manual,1-2 Miles,Stoke-on-Trent,England,United Kingdom,AS23
24700,211,Gary Alvarez,25-09-1978,M,Manual,2-5 Miles,Les Ulis,Essonne,France,91940
24701,194,Marco Fernandez,10-04-1984,M,Skilled Manual,1-2 Miles,Paris,Seine (Paris),France,75005
24702,249,Kari Ramos,25-12-1978,F,Skilled Manual,0-1 Miles,London,England,United Kingdom,SW1P 2NU
24703,269,Jonathan White,05-01-1978,M,Manual,1-2 Miles,Stoke-on-Trent,England,United Kingdom,AS23
24704,172,Allen Schmidt,10-03-1983,M,Manual,1-2 Miles,Offenbach,Saarland,Germany,63009
24705,252,Daniel Shimshoni,15-09-1977,F,Manual,2-5 Miles,London,England,United Kingdom,SW8 4BG
24706,156,Virginia Rana,07-08-1977,F,Manual,1-2 Miles,Braunschweig,Nordrhein-Westfalen,Germany,38001
24707,207,Shaun Pal,15-02-1978,M,Manual,2-5 Miles,Chatou,Yveline,France,78400
24708,207,Corey Chander,24-07-1983,M,Manual,2-5 Miles,Chatou,Yveline,France,78400
24709,184,Nancy Prasad,15-09-1983,F,Skilled Manual,0-1 Miles,Metz,Moselle,France,57000
24710,124,Brandy Malhotra,11-06-1983,F,Skilled Manual,1-2 Miles,Berlin,Hessen,Germany,13441
24711,138,Rebekah Hernandez,20-10-1977,F,Clerical,0-1 Miles,Berlin,Hamburg,Germany,10210
24712,233,Carly Kumar,02-10-1977,F,Clerical,1-2 Miles,Bracknell,England,United Kingdom,RG12 8TB
24713,207,Jeremy Brooks,02-01-1922,M,Manual,1-2 Miles,Chatou,Yveline,France,78400
24714,237,Whitney Rodriguez,21-09-1982,F,Manual,1-2 Miles,Esher-Molesey,England,United Kingdom,EM15
24715,223,Kelli Nath,31-08-1976,F,Manual,0-1 Miles,Saint-Denis,Seine Saint Denis,France,93400
24716,160,Colin Liu,15-04-1977,M,Manual,1-2 Miles,Paderborn,Nordrhein-Westfalen,Germany,33098
24717,121,Damien Anand,17-12-1976,M,Manual,2-5 Miles,Ingolstadt,Bayern,Germany,85049
24718,145,Terrence Black,04-06-1982,M,Clerical,1-2 Miles,Frankfurt am Main,Hamburg,Germany,60082
24719,132,Susan Zheng,12-10-1976,F,Clerical,0-1 Miles,Hamburg,Hessen,Germany,22001
24720,233,Deanna Alvarez,30-10-1982,F,Clerical,1-2 Miles,Bracknell,England,United Kingdom,RG12 8TB
24721,253,Mandy Zheng,05-05-1977,F,Clerical,1-2 Miles,London,England,United Kingdom,W10 6BL
24722,162,Hunter Ross,12-09-1975,M,Clerical,1-2 Miles,Werne,Nordrhein-Westfalen,Germany,59368
24723,177,Shawna Pal,04-02-1976,F,Clerical,0-1 Miles,Stuttgart,Saarland,Germany,70511
24724,201,Alfredo Gutierrez,12-06-1976,M,Clerical,1-2 Miles,Paris,Seine (Paris),France,75013
24725,542,Bailey Young,01-05-1986,F,Clerical,1-2 Miles,Lake Oswego,Oregon,United States,97034
24726,552,Marissa Hughes,03-12-1980,F,Clerical,1-2 Miles,W. Linn,Oregon,United States,97068
24727,612,Mallory Jimenez,31-08-1979,F,Clerical,1-2 Miles,Burien,Washington,United States,98168
24728,360,Julia Diaz,08-02-1980,F,Skilled Manual,0-1 Miles,San Francisco,California,United States,94109
24729,55,Chase Murphy,23-01-1980,M,Skilled Manual,0-1 Miles,Newton,British Columbia,Canada,V2L3W8
24730,58,Anthony Moore,02-05-1981,M,Clerical,0-1 Miles,Newton,British Columbia,Canada,V2M1S6
24731,62,Evan Mitchell,12-04-1981,M,Clerical,0-1 Miles,Royal Oak,British Columbia,Canada,V8X
24732,546,Wyatt Davis,21-11-1941,M,Skilled Manual,2-5 Miles,Oregon City,Oregon,United States,97045
24733,52,Luke Flores,21-12-1971,M,Skilled Manual,0-1 Miles,Langley,British Columbia,Canada,V3A 4R2
24734,612,Jack Turner,03-04-1972,M,Skilled Manual,1-2 Miles,Burien,Washington,United States,98168
24735,307,Madison Powell,11-11-1971,F,Skilled Manual,1-2 Miles,Chula Vista,California,United States,91910
24736,543,Savannah Ramirez,18-07-1959,F,Clerical,1-2 Miles,Lebanon,Oregon,United States,97355
24737,633,Angela Bailey,10-04-1960,F,Clerical,1-2 Miles,Puyallup,Washington,United States,98371
24738,325,Hannah Davis,13-09-1965,F,Clerical,1-2 Miles,Glendale,California,United States,91203
24739,343,Dalton Sanders,10-09-1959,M,Clerical,0-1 Miles,National City,California,United States,91950
24740,609,Shelby Cooper,10-01-1961,F,Clerical,1-2 Miles,Bellingham,Washington,United States,98225
24741,644,Brittany Perry,06-12-1960,F,Clerical,0-1 Miles,Walla Walla,Washington,United States,99362
24742,316,Rachel Ramirez,10-09-1960,F,Clerical,1-2 Miles,El Cajon,California,United States,92020
24743,641,Chloe Coleman,23-11-1961,F,Skilled Manual,0-1 Miles,Spokane,Washington,United States,99202
24744,49,Brendan Yuan,12-11-1961,M,Skilled Manual,1-2 Miles,Cliffside,British Columbia,Canada,V8Y 1L1
24745,352,Jennifer Ward,09-04-1962,F,Skilled Manual,0-1 Miles,Palo Alto,California,United States,94303
24746,52,Ian Russell,11-02-1963,M,Clerical,1-2 Miles,Langley,British Columbia,Canada,V3A 4R2
24747,300,Dakota Powell,22-02-1963,M,Clerical,1-2 Miles,Beverly Hills,California,United States,90210
24748,50,Jose Collins,24-10-1962,M,Clerical,0-1 Miles,Haney,British Columbia,Canada,V2W 1W2
24749,311,Marshall Guo,20-09-1979,M,Clerical,1-2 Miles,Concord,California,United States,94519
24750,352,Destiny Barnes,13-05-1963,F,Clerical,1-2 Miles,Palo Alto,California,United States,94303
24751,616,Angela Howard,12-09-1973,F,Skilled Manual,1-2 Miles,Everett,Washington,United States,98201
24752,609,Cameron Jackson,01-05-1964,M,Skilled Manual,1-2 Miles,Bellingham,Washington,United States,98225
24753,316,Eduardo Jenkins,22-12-1963,M,Skilled Manual,1-2 Miles,El Cajon,California,United States,92020
24754,383,Haley Rivera,01-12-1969,F,Clerical,1-2 Miles,West Covina,California,United States,91791
24755,59,Sean Scott,01-10-1963,M,Clerical,0-1 Miles,Oak Bay,British Columbia,Canada,V8P
24756,329,Carlos Bell,01-08-1969,M,Clerical,1-2 Miles,Imperial Beach,California,United States,91932
24757,41,Alisha She,06-01-1969,F,Clerical,1-2 Miles,Calgary,Alberta,Canada,T2P 2G8
24758,623,Gabriella Adams,07-12-1970,F,Clerical,0-1 Miles,Kirkland,Washington,United States,98033
24759,68,Brooke Stewart,14-10-1964,F,Clerical,1-2 Miles,Vancouver,British Columbia,Canada,V7L 4J4
24760,553,Julian Coleman,02-02-1965,M,Clerical,1-2 Miles,Woodburn,Oregon,United States,97071
24761,307,Lawrence Rubio,21-11-1964,M,Clerical,1-2 Miles,Chula Vista,California,United States,91910
24762,612,Warren Xu,25-05-1983,M,Skilled Manual,1-2 Miles,Burien,Washington,United States,98168
24763,66,Fernando Hill,20-04-1979,M,Skilled Manual,0-1 Miles,Sooke,British Columbia,Canada,V0
24764,616,Abigail Hughes,01-02-1979,F,Skilled Manual,1-2 Miles,Everett,Washington,United States,98201
24765,637,Morgan Alexander,26-08-1978,F,Skilled Manual,1-2 Miles,Seattle,Washington,United States,98104
24766,642,Christian White,15-01-1979,M,Skilled Manual,1-2 Miles,Tacoma,Washington,United States,98403
24767,644,Lauren Jackson,06-03-1984,F,Skilled Manual,0-1 Miles,Walla Walla,Washington,United States,99362
24768,310,Jordan Ross,13-04-1979,M,Skilled Manual,0-1 Miles,Colma,California,United States,94014
24769,310,Brendan Lal,07-07-1984,M,Skilled Manual,1-2 Miles,Colma,California,United States,94014
24770,374,Isaac Wright,13-05-1979,M,Skilled Manual,1-2 Miles,Torrance,California,United States,90505
24771,52,Samuel Harris,16-08-1983,M,Skilled Manual,1-2 Miles,Langley,British Columbia,Canada,V3A 4R2
24772,347,Greg Russell,19-05-1983,M,Skilled Manual,1-2 Miles,Novato,California,United States,94947
24773,69,Grace Stewart,20-12-1976,F,Skilled Manual,1-2 Miles,Victoria,British Columbia,Canada,V8V
24774,548,Xavier Gonzales,18-09-1976,M,Skilled Manual,1-2 Miles,Salem,Oregon,United States,97301
24775,310,Alexandra Alexander,25-06-1977,F,Skilled Manual,1-2 Miles,Colma,California,United States,94014
24776,361,Samantha Perry,03-04-1977,F,Skilled Manual,1-2 Miles,San Gabriel,California,United States,91776
24777,355,Eric Adams,30-01-1982,M,Skilled Manual,0-1 Miles,Redwood City,California,United States,94063
24778,52,Sean Baker,12-04-1977,M,Skilled Manual,0-1 Miles,Langley,British Columbia,Canada,V3A 4R2
24779,627,Morgan Lee,03-11-1976,F,Skilled Manual,1-2 Miles,Marysville,Washington,United States,98270
24780,631,Courtney Hall,17-01-1977,F,Skilled Manual,0-1 Miles,Olympia,Washington,United States,98501
24781,41,Carmen Garcia,19-10-1983,F,Skilled Manual,1-2 Miles,Calgary,Alberta,Canada,T2P 2G8
24782,300,Nicole Morris,06-08-1977,F,Skilled Manual,2-5 Miles,Beverly Hills,California,United States,90210
24783,307,Barry Raman,01-02-1978,M,Skilled Manual,2-5 Miles,Chula Vista,California,United States,91910
24784,335,Megan Kelly,09-11-1977,F,Professional,0-1 Miles,Lemon Grove,California,United States,91945
24785,623,Cody Morris,24-02-1981,M,Skilled Manual,0-1 Miles,Kirkland,Washington,United States,98033
24786,60,Haley Adams,20-01-1981,F,Skilled Manual,2-5 Miles,Port Hammond,British Columbia,Canada,V6B 3P7
24787,634,Andrea Watson,23-06-1976,F,Skilled Manual,2-5 Miles,Redmond,Washington,United States,98052
24788,614,Ashley Bennett,31-03-1976,F,Skilled Manual,0-1 Miles,Edmonds,Washington,United States,98020
24789,300,Tamara Hu,10-12-1975,F,Skilled Manual,0-1 Miles,Beverly Hills,California,United States,90210
24790,301,Rebekah Navarro,02-08-1981,F,Skilled Manual,2-5 Miles,Burbank,California,United States,91502
24791,612,Teresa Ortega,22-11-1975,F,Skilled Manual,2-5 Miles,Burien,Washington,United States,98168
24792,310,Clifford Malhotra,15-04-1976,M,Skilled Manual,2-5 Miles,Colma,California,United States,94014
24793,336,Cole Morgan,04-01-1976,M,Skilled Manual,0-1 Miles,Lincoln Acres,California,United States,91950
24794,552,Cody Sanchez,02-04-1975,M,Skilled Manual,2-5 Miles,W. Linn,Oregon,United States,97068
24795,539,Alexandra Lewis,18-11-1980,F,Skilled Manual,2-5 Miles,Corvallis,Oregon,United States,97330
24796,338,Jessica Simmons,19-05-1975,F,Skilled Manual,2-5 Miles,Los Angeles,California,United States,90012
24797,611,Dylan Flores,05-05-1975,M,Skilled Manual,0-1 Miles,Bremerton,Washington,United States,98312
24798,609,Lawrence Moreno,24-11-1974,M,Skilled Manual,2-5 Miles,Bellingham,Washington,United States,98225
24799,308,Byron Sanz,05-05-1975,M,Skilled Manual,2-5 Miles,Citrus Heights,California,United States,95610
24800,609,Eduardo Young,12-12-1976,M,Professional,0-1 Miles,Bellingham,Washington,United States,98225
24801,635,Chase Bailey,07-01-1977,M,Professional,2-5 Miles,Renton,Washington,United States,98055
24802,326,Timothy Allen,30-08-1976,M,Professional,2-5 Miles,Grossmont,California,United States,91941
24803,543,Anna Diaz,20-09-1979,F,Skilled Manual,10+ Miles,Lebanon,Oregon,United States,97355
24804,310,Tonya Raji,16-09-1979,F,Skilled Manual,2-5 Miles,Colma,California,United States,94014
24805,49,Donna Luo,14-11-1978,F,Skilled Manual,2-5 Miles,Cliffside,British Columbia,Canada,V8Y 1L1
24806,299,Faith Russell,22-09-1975,F,Professional,2-5 Miles,Berkeley,California,United States,94704
24807,307,Anne Moreno,23-10-1975,F,Professional,0-1 Miles,Chula Vista,California,United States,91910
24808,334,Eric Perez,23-10-1975,M,Professional,0-1 Miles,Lakewood,California,United States,90712
24809,348,Alyssa Moore,06-09-1975,F,Professional,2-5 Miles,Oakland,California,United States,94611
24810,360,Alyssa Richardson,15-08-1972,F,Skilled Manual,2-5 Miles,San Francisco,California,United States,94109
24811,325,Trinity Ramirez,08-01-1973,F,Skilled Manual,0-1 Miles,Glendale,California,United States,91203
24812,307,Johnathan Sai,15-02-1972,M,Skilled Manual,2-5 Miles,Chula Vista,California,United States,91910
24813,311,Armando Schmidt,19-04-1972,M,Skilled Manual,2-5 Miles,Concord,California,United States,94519
24814,614,Gabriel Washington,30-10-1971,M,Professional,2-5 Miles,Edmonds,Washington,United States,98020
24815,307,Victoria Clark,12-12-1971,F,Professional,2-5 Miles,Chula Vista,California,United States,91910
24816,51,Lauren Perry,19-05-1975,F,Professional,0-1 Miles,Langford,British Columbia,Canada,V9
24817,66,Victoria Richardson,06-04-1986,F,Professional,2-5 Miles,Sooke,British Columbia,Canada,V0
24818,612,Diane Rubio,15-09-1974,F,Professional,2-5 Miles,Burien,Washington,United States,98168
24819,618,Jack Shan,12-08-1980,M,Professional,2-5 Miles,Issaquah,Washington,United States,98027
24820,627,David Clark,08-10-1980,M,Professional,2-5 Miles,Marysville,Washington,United States,98270
24821,648,Melissa Alexander,19-03-1975,F,Professional,0-1 Miles,Yakima,Washington,United States,98901
24822,310,Paige Cook,08-09-1974,F,Professional,10+ Miles,Colma,California,United States,94014
24823,310,Vincent Zhao,10-02-1986,M,Professional,10+ Miles,Colma,California,United States,94014
24824,59,Alexandria Wood,08-03-1971,F,Professional,2-5 Miles,Oak Bay,British Columbia,Canada,V8P
24825,68,Zoe Sanders,15-04-1976,F,Skilled Manual,2-5 Miles,Vancouver,British Columbia,Canada,V7L 4J4
24826,611,Richard Powell,22-02-1971,M,Skilled Manual,0-1 Miles,Bremerton,Washington,United States,98312
24827,331,Alexander Martinez,08-12-1970,M,Skilled Manual,10+ Miles,La Jolla,California,United States,92806
24828,299,Brooke Reed,31-08-1970,F,Professional,2-5 Miles,Berkeley,California,United States,94704
24829,325,Ethan Patterson,24-08-1970,M,Professional,0-1 Miles,Glendale,California,United States,91203
24830,612,Alexandra Cox,08-03-1971,F,Professional,2-5 Miles,Burien,Washington,United States,98168
24831,383,Jackson Diaz,09-07-1976,M,Professional,2-5 Miles,West Covina,California,United States,91791
24832,55,Morgan Martin,30-01-1971,F,Professional,0-1 Miles,Newton,British Columbia,Canada,V2L3W8
24833,199,Deanna Ruiz,17-08-1973,F,Clerical,0-1 Miles,Paris,Seine (Paris),France,75010
24834,129,Bethany Jai,03-03-1979,F,Clerical,0-1 Miles,Duesseldorf,Hessen,Germany,40434
24835,243,Angel Morgan,24-10-1979,M,Clerical,0-1 Miles,Leeds,England,United Kingdom,LE18
24836,208,Taylor Robinson,13-12-1930,F,Manual,0-1 Miles,Saint Germain en Laye,Yveline,France,78100
24837,147,Wyatt Lewis,02-05-1974,M,Professional,0-1 Miles,Hamburg,Hamburg,Germany,20354
24838,162,Elijah Young,22-05-1968,M,Professional,5-10 Miles,Werne,Nordrhein-Westfalen,Germany,59368
24839,123,Tamara Goldberg,15-12-1961,F,Professional,5-10 Miles,Berlin,Hessen,Germany,12171
24840,236,Marco Sai,06-06-1973,M,Professional,5-10 Miles,Cheltenham,England,United Kingdom,GL50
24841,215,Andres Jai,01-11-1966,M,Professional,2-5 Miles,Colombes,Hauts de Seine,France,92700
24842,225,Monique Alonso,18-05-1966,F,Professional,2-5 Miles,Orly,Val de Marne,France,94310
24843,175,Bryant Subram,22-10-1960,M,Professional,5-10 Miles,Saarlouis,Saarland,Germany,66740
24844,186,Maria Ward,29-08-1955,F,Professional,10+ Miles,Dunkerque,Nord,France,59140
24845,184,Tyrone Jimenez,13-11-1955,M,Professional,2-5 Miles,Metz,Moselle,France,57000
24846,142,Naomi Navarro,14-02-1950,F,Management,2-5 Miles,Bonn,Hamburg,Germany,53001
24847,241,Tonya Nath,15-01-1950,F,Management,0-1 Miles,Kirkby,England,United Kingdom,KB9
24848,163,Jeffery Zhou,23-11-1950,M,Professional,10+ Miles,Berlin,Saarland,Germany,12171
24849,224,Brianna Ward,06-02-1952,F,Management,2-5 Miles,Tremblay-en-France,Seine Saint Denis,France,93290
24850,177,Emmanuel Perez,30-12-1951,M,Management,10+ Miles,Stuttgart,Saarland,Germany,70511
24851,229,Leslie Ortega,06-12-1951,F,Professional,0-1 Miles,Berks,England,United Kingdom,SL4 1RH
24852,273,Carla Martinez,03-07-1951,F,Management,0-1 Miles,Watford,England,United Kingdom,WA3
24853,279,Miguel Long,02-10-1959,M,Professional,10+ Miles,York,England,United Kingdom,YO15
24854,120,Emma Jenkins,12-09-1959,F,Professional,10+ Miles,Hof,Bayern,Germany,95010
24855,133,Kaylee Wright,19-10-1970,F,Professional,0-1 Miles,Kassel,Hessen,Germany,34117
24856,176,Candice Huang,11-08-1959,F,Professional,5-10 Miles,Stuttgart,Saarland,Germany,70452
24857,236,Anna Henderson,16-04-1965,F,Professional,0-1 Miles,Cheltenham,England,United Kingdom,GL50
24858,243,Calvin Xie,02-11-1959,M,Professional,0-1 Miles,Leeds,England,United Kingdom,LE18
24859,245,Cesar Arun,25-03-1960,M,Professional,5-10 Miles,London,England,United Kingdom,E17 6JF
24860,278,Douglas Garcia,10-04-1960,M,Professional,0-1 Miles,York,England,United Kingdom,Y03 4TN
24861,220,Evelyn Vance,05-10-1958,F,Professional,2-5 Miles,Bobigny,Seine Saint Denis,France,93000
24862,205,Tamara Zhou,11-12-1958,F,Management,2-5 Miles,Lieusaint,Seine et Marne,France,77127
24863,179,Wesley Sun,11-08-1958,M,Management,2-5 Miles,Saint Ouen,Charente-Maritime,France,17490
24864,163,Jeffery Sun,07-08-1957,M,Professional,10+ Miles,Berlin,Saarland,Germany,12171
24865,261,Ashley Griffin,22-05-1969,F,Management,10+ Miles,Newcastle upon Tyne,England,United Kingdom,NT20
24866,193,Alejandro Nath,07-02-1962,M,Professional,10+ Miles,Paris,Seine (Paris),France,75003
24867,134,Beth Suarez,13-11-1956,F,Professional,10+ Miles,München,Hessen,Germany,80074
24868,244,Darryl Hu,21-03-1957,M,Professional,0-1 Miles,London,England,United Kingdom,C2H 7AU
24869,257,Misty Shock,09-10-1956,M,Professional,10+ Miles,London,England,United Kingdom,W1Y 3RA
24870,262,Taylor Morgan,10-09-1956,F,Management,0-1 Miles,Oxford,England,United Kingdom,OX1
24871,226,Kelsey Luo,20-05-1961,F,Management,5-10 Miles,Cergy,Val d'Oise,France,95000
24872,204,Alisha Raje,29-09-1961,F,Management,10+ Miles,Paris,Seine (Paris),France,75019
24873,173,Alisha Li,30-09-1955,F,Management,10+ Miles,Poing,Saarland,Germany,66041
24874,219,Wendy Moreno,13-09-1954,F,Management,5-10 Miles,Suresnes,Hauts de Seine,France,92150
24875,141,Darryl Zhang,18-11-1954,M,Management,10+ Miles,Berlin,Hamburg,Germany,14111
24876,178,Jarrod Subram,19-01-1955,M,Management,10+ Miles,Sulzbach Taunus,Saarland,Germany,66272
24877,222,Mandy Zhao,03-12-1953,F,Management,10+ Miles,Pantin,Seine Saint Denis,France,93500
24878,210,Sandra Wang,11-10-1953,F,Management,10+ Miles,Saint Ouen,Somme,France,80610
24879,170,Desiree Munoz,09-10-1953,F,Skilled Manual,10+ Miles,Münster,Saarland,Germany,48001
24880,233,Summer Chandra,05-09-1953,F,Management,10+ Miles,Bracknell,England,United Kingdom,RG12 8TB
24881,268,Tasha Ashe,23-08-1953,F,Management,0-1 Miles,Liverpool,England,United Kingdom,L4 4HB
24882,189,Meredith Srini,26-04-1953,F,Skilled Manual,5-10 Miles,Roubaix,Nord,France,59100
24883,166,Stacey Lin,22-03-1958,F,Professional,5-10 Miles,Frankfurt am Main,Saarland,Germany,60061
24884,12,Michele Fernandez,15-02-1981,F,Professional,10+ Miles,North Sydney,New South Wales,Australia,2055
24885,36,Corey Xie,01-05-1981,M,Professional,10+ Miles,Melton,Victoria,Australia,3337
24886,19,Joy Romero,05-07-1980,F,Professional,10+ Miles,Wollongong,New South Wales,Australia,2500
24887,30,Micah Sun,01-05-1986,M,Professional,5-10 Miles,Perth,South Australia,Australia,6006
24888,35,Roy Srini,10-07-1980,M,Professional,5-10 Miles,Melbourne,Victoria,Australia,3000
24889,4,Kelli She,18-06-1981,F,Professional,10+ Miles,Goulburn,New South Wales,Australia,2580
24890,36,Brenda Van,09-07-1981,F,Professional,10+ Miles,Melton,Victoria,Australia,3337
24891,20,Bianca Chen,12-01-1982,F,Professional,10+ Miles,Brisbane,Queensland,Australia,4000
24892,20,Arthur Alvarez,21-10-1980,M,Professional,10+ Miles,Brisbane,Queensland,Australia,4000
24893,36,Alvin Chande,23-09-1979,M,Professional,2-5 Miles,Melton,Victoria,Australia,3337
24894,18,Jaime Jai,21-04-1985,M,Professional,10+ Miles,Sydney,New South Wales,Australia,1002
24895,2,Dalton Henderson,09-05-1980,M,Professional,10+ Miles,Coffs Harbour,New South Wales,Australia,2450
24896,27,Kendra Ramos,04-10-1980,F,Professional,10+ Miles,Townsville,Queensland,Australia,4810
24897,17,Glenn Hu,12-07-1985,M,Professional,10+ Miles,St. Leonards,New South Wales,Australia,2065
24898,29,Mallory Gomez,09-06-1985,F,Professional,10+ Miles,Findon,South Australia,Australia,5023
24899,11,Vincent Zhu,18-07-1978,M,Professional,10+ Miles,North Ryde,New South Wales,Australia,2113
24900,11,Ebony Perez,01-08-1979,F,Professional,10+ Miles,North Ryde,New South Wales,Australia,2113
24901,10,Clarence She,21-04-1985,M,Management,10+ Miles,Newcastle,New South Wales,Australia,2300
24902,40,Jill Murphy,02-08-1984,F,Professional,10+ Miles,Warrnambool,Victoria,Australia,3280
24903,24,Tracy Black,07-10-1978,F,Professional,10+ Miles,Hawthorne,Queensland,Australia,4171
24904,31,Jaclyn Yuan,09-10-1984,F,Professional,10+ Miles,Hobart,Tasmania,Australia,7001
24905,10,Kelsey Nara,21-04-1979,F,Professional,10+ Miles,Newcastle,New South Wales,Australia,2300
24906,15,Donna Raji,19-12-1977,F,Professional,10+ Miles,Silverwater,New South Wales,Australia,2264
24907,31,Megan Price,24-02-1979,F,Management,10+ Miles,Hobart,Tasmania,Australia,7001
24908,21,Marc Blanco,19-05-1983,M,Professional,10+ Miles,Caloundra,Queensland,Australia,4551
24909,16,Grant Yuan,11-06-1978,M,Management,10+ Miles,Springwood,New South Wales,Australia,2777
24910,15,Terrance Madan,10-02-1978,M,Management,10+ Miles,Silverwater,New South Wales,Australia,2264
24911,21,Martin Madan,14-02-1982,M,Professional,10+ Miles,Caloundra,Queensland,Australia,4551
24912,34,Krystal Li,27-05-1978,F,Management,10+ Miles,Geelong,Victoria,Australia,3220
24913,17,Kelsey Lal,10-02-1977,F,Professional,10+ Miles,St. Leonards,New South Wales,Australia,2065
24914,37,Heather Zhou,14-12-1982,F,Professional,10+ Miles,Seaford,Victoria,Australia,3198
24915,25,Stanley Patel,19-03-1982,M,Management,10+ Miles,Hervey Bay,Queensland,Australia,4655
24916,24,Kara Pal,15-05-1976,F,Professional,10+ Miles,Hawthorne,Queensland,Australia,4171
24917,28,Arthur Gomez,18-01-1976,M,Professional,10+ Miles,Cloverdale,South Australia,Australia,6105
24918,38,Warren Cai,16-02-1981,M,Professional,10+ Miles,South Melbourne,Victoria,Australia,3205
24919,23,Carl Shan,22-02-1976,M,Professional,10+ Miles,Gold Coast,Queensland,Australia,4217
24920,35,Amy Cai,22-10-1981,F,Management,10+ Miles,Melbourne,Victoria,Australia,3000
24921,11,Curtis He,01-12-1975,M,Professional,10+ Miles,North Ryde,New South Wales,Australia,2113
24922,31,Naomi Jimenez,06-10-1975,F,Professional,10+ Miles,Hobart,Tasmania,Australia,7001
24923,12,Ebony Sara,31-03-1981,F,Professional,10+ Miles,North Sydney,New South Wales,Australia,2055
24924,31,Richard Anderson,14-01-1977,M,Management,10+ Miles,Hobart,Tasmania,Australia,7001
24925,307,Erick Perez,27-05-1954,M,Professional,1-2 Miles,Chula Vista,California,United States,91910
24926,315,Eric Roberts,03-11-1959,M,Professional,1-2 Miles,Downey,California,United States,90241
24927,626,Kaitlyn Harris,08-01-1954,F,Professional,1-2 Miles,Lynnwood,Washington,United States,98036
24928,339,Timothy Wright,07-10-1953,M,Professional,1-2 Miles,Mill Valley,California,United States,94941
24929,633,Lucas Bailey,10-03-1954,M,Professional,5-10 Miles,Puyallup,Washington,United States,98371
24930,338,Abigail Lewis,09-06-1953,F,Professional,5-10 Miles,Los Angeles,California,United States,90012
24931,642,Brianna Miller,30-01-1943,F,Professional,5-10 Miles,Tacoma,Washington,United States,98403
24932,348,Richard Jones,07-09-1942,M,Professional,5-10 Miles,Oakland,California,United States,94611
24933,301,Regina Sanchez,21-05-1948,F,Management,1-2 Miles,Burbank,California,United States,91502
24934,312,Lindsay Tang,20-10-1942,F,Management,1-2 Miles,Coronado,California,United States,92118
24935,311,James Hayes,06-11-1943,M,Management,10+ Miles,Concord,California,United States,94519
24936,546,Caleb Scott,17-05-1949,M,Management,10+ Miles,Oregon City,Oregon,United States,97045
